,Rank,Country,Name,Publisher,Category,Rating,Price,Rating_count,Date,Continent
9451,6,Georgia,Dumb Ways JR Boffo's Breakfast,Metro Trains Melbourne Pty Ltd,Education,0.0,1.99,0,2024-12-30,Europe
9452,7,Georgia,Apollo360-VR,Mike Smithwick,Education,0.0,3.99,0,2024-12-30,Europe
9453,8,Georgia,Dumb Ways JR Madcap's Plane,Metro Trains Melbourne Pty Ltd,Education,0.0,1.99,0,2024-12-30,Europe
9454,9,Georgia,Georgian Traffic Rules - Tests,Nikita Kosilo,Education,4.17,2.99,6,2024-12-30,Europe
9455,10,Georgia,Полиглот - Английские слова,Axidep LLC,Education,5.0,0.99,1,2024-12-30,Europe
9456,11,Georgia,Полиглот - Английский язык,Axidep LLC,Education,4.83,0.99,6,2024-12-30,Europe
9457,12,Georgia,SkyView®,Terminal Eleven LLC,Education,5.0,3.99,1,2024-12-30,Europe
9458,13,Georgia,Letters.ge,Ilia Straikov,Education,0.0,9.99,0,2024-12-30,Europe
9459,14,Georgia,Seabook+,Ozgur GUNES,Education,0.0,7.99,0,2024-12-30,Europe
9460,15,Georgia,Полиглот - Английские артикли,Axidep LLC,Education,5.0,0.99,1,2024-12-30,Europe
9461,16,Georgia,Polyglot - English Listening,Axidep LLC,Education,0.0,1.99,0,2024-12-30,Europe
9462,17,Georgia,COLREG 72: safety at sea,Smirnov Yury,Education,5.0,4.99,2,2024-12-30,Europe
9463,18,Georgia,Video Touch - Wild Animals,SoundTouch Interactive LTD,Education,0.0,3.99,0,2024-12-30,Europe
9464,19,Georgia,Luna Georgian Verbs Test,Atalay Yigit,Education,0.0,1.99,0,2024-12-30,Europe
9465,20,Georgia,Video Touch - Vehicles,SoundTouch Interactive LTD,Education,0.0,3.99,0,2024-12-30,Europe
9466,21,Georgia,Video Touch - Bugs & Insects,SoundTouch Interactive LTD,Education,0.0,3.99,0,2024-12-30,Europe
9467,22,Georgia,Assyst – testing and exams,Denis Butko,Education,0.0,0.99,0,2024-12-30,Europe
9468,23,Georgia,Words Lesson,Alexander Kondrashov,Education,0.0,3.99,0,2024-12-30,Europe
9469,24,Georgia,Führerschein 2025 GOLD,theorie24 GmbH,Education,5.0,9.99,1,2024-12-30,Europe
9470,25,Georgia,Полиглот 16 - Испанский язык. Полная версия.,Dmitry Petrov Center LLC,Education,0.0,3.99,0,2024-12-30,Europe
9471,1,Georgia,Georgian Traffic Rules - Tests,Nikita Kosilo,Education,4.17,2.99,6,2024-12-31,Europe
9472,2,Georgia,Pinyinizer — Pinyin Converter,晶晶 殷,Education,0.0,3.99,0,2024-12-31,Europe
9473,3,Georgia,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,5.0,29.99,5,2024-12-31,Europe
9474,4,Georgia,Полиглот 32 - Английский язык,Axidep LLC,Education,5.0,1.99,2,2024-12-31,Europe
9475,5,Georgia,Slow speed. Management Engine,Maxim Lukyanenko,Education,0.0,5.99,0,2024-12-31,Europe
9476,6,Georgia,Dumb Ways JR Loopy's Train Set,Metro Trains Melbourne Pty Ltd,Education,0.0,1.99,0,2024-12-31,Europe
9477,7,Georgia,Полиглот - Английские слова,Axidep LLC,Education,5.0,0.99,1,2024-12-31,Europe
9478,8,Georgia,Полиглот - Английский язык,Axidep LLC,Education,4.83,0.99,6,2024-12-31,Europe
9479,9,Georgia,SkyView®,Terminal Eleven LLC,Education,5.0,3.99,1,2024-12-31,Europe
9480,10,Georgia,Letters.ge,Ilia Straikov,Education,0.0,9.99,0,2024-12-31,Europe
9481,11,Georgia,Seabook+,Ozgur GUNES,Education,0.0,7.99,0,2024-12-31,Europe
9482,12,Georgia,Полиглот - Английские артикли,Axidep LLC,Education,5.0,0.99,1,2024-12-31,Europe
9483,13,Georgia,Polyglot - English Listening,Axidep LLC,Education,0.0,1.99,0,2024-12-31,Europe
9484,14,Georgia,Dumb Ways JR Zany's Hospital,Metro Trains Melbourne Pty Ltd,Education,0.0,1.99,0,2024-12-31,Europe
9485,15,Georgia,Dumb Ways JR Boffo's Breakfast,Metro Trains Melbourne Pty Ltd,Education,0.0,1.99,0,2024-12-31,Europe
9486,16,Georgia,Apollo360-VR,Mike Smithwick,Education,0.0,3.99,0,2024-12-31,Europe
9487,17,Georgia,Dumb Ways JR Madcap's Plane,Metro Trains Melbourne Pty Ltd,Education,0.0,1.99,0,2024-12-31,Europe
9488,18,Georgia,COLREG 72: safety at sea,Smirnov Yury,Education,5.0,4.99,2,2024-12-31,Europe
9489,19,Georgia,Video Touch - Wild Animals,SoundTouch Interactive LTD,Education,0.0,3.99,0,2024-12-31,Europe
9490,20,Georgia,Video Touch - Vehicles,SoundTouch Interactive LTD,Education,0.0,3.99,0,2024-12-31,Europe
9491,21,Georgia,Assyst – testing and exams,Denis Butko,Education,0.0,0.99,0,2024-12-31,Europe
9492,22,Georgia,Words Lesson,Alexander Kondrashov,Education,0.0,3.99,0,2024-12-31,Europe
9493,23,Georgia,Luna Georgian Verbs Test,Atalay Yigit,Education,0.0,1.99,0,2024-12-31,Europe
9494,24,Georgia,Video Touch - Bugs & Insects,SoundTouch Interactive LTD,Education,0.0,3.99,0,2024-12-31,Europe
9495,25,Georgia,Полиглот 16 - Испанский язык. Полная версия.,Dmitry Petrov Center LLC,Education,0.0,3.99,0,2024-12-31,Europe
9496,1,Iraq,Die With Me,Dries Depoorter,Entertainment,0.0,1.0,0,2024-12-30,Asia
9497,2,Iraq,Blower,Qneo,Entertainment,5.0,2.0,1,2024-12-30,Asia
9498,3,Iraq,FyTube - يوتيوب بدون إعلانات,Daniel PerlerA,Entertainment,5.0,10.0,3,2024-12-30,Asia
9499,4,Iraq,لقطات متستر,OTTO SRLS UNIPERSONALE,Entertainment,0.0,1.0,0,2024-12-30,Asia
9500,5,Iraq,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,5.0,5.0,1,2024-12-30,Asia
9501,6,Iraq,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,0.0,3.0,0,2024-12-30,Asia
9502,7,Iraq,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,0.0,6.0,0,2024-12-30,Asia
9503,8,Iraq,Alien10,Saddiq Rahim,Entertainment,0.0,2.0,0,2024-12-30,Asia
9504,9,Iraq,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,5.0,6.0,1,2024-12-30,Asia
9505,10,Iraq,nPlayer,Newin Inc.,Entertainment,5.0,5.0,1,2024-12-30,Asia
9506,11,Iraq,My PlayHome Hospital,PlayHome Software Ltd,Entertainment,5.0,3.0,1,2024-12-30,Asia
9507,12,Iraq,My PlayHome Stores,PlayHome Software Ltd,Entertainment,0.0,3.0,0,2024-12-30,Asia
9508,13,Iraq,Decide Now! — Random Wheel,Catforce Studio,Entertainment,0.0,2.0,0,2024-12-30,Asia
9509,14,Iraq,Countdown App,Ryan Boyling,Entertainment,2.63,1.0,27,2024-12-30,Asia
9510,15,Iraq,My PlayHome School,PlayHome Software Ltd,Entertainment,0.0,3.0,0,2024-12-30,Asia
9511,16,Iraq,My PlayHome,PlayHome Software Ltd,Entertainment,0.0,4.0,0,2024-12-30,Asia
9512,17,Iraq,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,3.0,0,2024-12-30,Asia
9513,18,Iraq,DNA Transform!,Joao Gabriel Menezes,Entertainment,0.0,3.0,0,2024-12-30,Asia
9514,19,Iraq,iSTB,Nihal Ahmed,Entertainment,0.0,15.0,0,2024-12-30,Asia
9515,20,Iraq,1 Dollar Piano,Sampath Udayakumara,Entertainment,0.0,1.0,0,2024-12-30,Asia
9516,21,Iraq,جهاز كشف الكذب المطور - مدفوع,Ahmad Ababneh,Entertainment,0.0,1.0,0,2024-12-30,Asia
9517,22,Iraq,من سيربح الكلسون ؟,Maruan Ahmad,Entertainment,0.0,3.0,0,2024-12-30,Asia
9518,23,Iraq,العاب زوجية صراحة أم جرأة,Maruan Ahmad,Entertainment,0.0,10.0,0,2024-12-30,Asia
9519,24,Iraq,KMPlayer+ Divx Codec,"PANDORATV Co.,Ltd",Entertainment,5.0,4.0,1,2024-12-30,Asia
9520,25,Iraq,ARGun2018,"ShenZhen Lenze Technology Co,.Ltd.",Entertainment,0.0,1.0,0,2024-12-30,Asia
9521,1,Iraq,Die With Me,Dries Depoorter,Entertainment,0.0,1.0,0,2024-12-31,Asia
9522,2,Iraq,Blower,Qneo,Entertainment,5.0,2.0,1,2024-12-31,Asia
9523,3,Iraq,لقطات متستر,OTTO SRLS UNIPERSONALE,Entertainment,0.0,1.0,0,2024-12-31,Asia
9524,4,Iraq,Let's create! Pottery HD,Infinite Dreams Inc.,Entertainment,5.0,5.0,1,2024-12-31,Asia
9525,5,Iraq,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,0.0,3.0,0,2024-12-31,Asia
9526,6,Iraq,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,0.0,6.0,0,2024-12-31,Asia
9527,7,Iraq,Alien10,Saddiq Rahim,Entertainment,0.0,2.0,0,2024-12-31,Asia
9528,8,Iraq,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,5.0,6.0,1,2024-12-31,Asia
9529,9,Iraq,nPlayer,Newin Inc.,Entertainment,5.0,5.0,1,2024-12-31,Asia
9530,10,Iraq,My PlayHome Hospital,PlayHome Software Ltd,Entertainment,5.0,3.0,1,2024-12-31,Asia
9531,11,Iraq,My PlayHome Stores,PlayHome Software Ltd,Entertainment,0.0,3.0,0,2024-12-31,Asia
9532,12,Iraq,Decide Now! — Random Wheel,Catforce Studio,Entertainment,0.0,2.0,0,2024-12-31,Asia
9533,13,Iraq,Countdown App,Ryan Boyling,Entertainment,2.63,1.0,27,2024-12-31,Asia
9534,14,Iraq,My PlayHome School,PlayHome Software Ltd,Entertainment,0.0,3.0,0,2024-12-31,Asia
9535,15,Iraq,My PlayHome,PlayHome Software Ltd,Entertainment,0.0,4.0,0,2024-12-31,Asia
9536,16,Iraq,GSE SMART IPTV PRO,droidvision,Entertainment,0.0,3.0,0,2024-12-31,Asia
9537,17,Iraq,DNA Transform!,Joao Gabriel Menezes,Entertainment,0.0,3.0,0,2024-12-31,Asia
9538,18,Iraq,iSTB,Nihal Ahmed,Entertainment,0.0,15.0,0,2024-12-31,Asia
9539,19,Iraq,1 Dollar Piano,Sampath Udayakumara,Entertainment,0.0,1.0,0,2024-12-31,Asia
9540,20,Iraq,جهاز كشف الكذب المطور - مدفوع,Ahmad Ababneh,Entertainment,0.0,1.0,0,2024-12-31,Asia
9541,21,Iraq,من سيربح الكلسون ؟,Maruan Ahmad,Entertainment,0.0,3.0,0,2024-12-31,Asia
9542,22,Iraq,العاب زوجية صراحة أم جرأة,Maruan Ahmad,Entertainment,0.0,10.0,0,2024-12-31,Asia
9543,23,Iraq,KMPlayer+ Divx Codec,"PANDORATV Co.,Ltd",Entertainment,5.0,4.0,1,2024-12-31,Asia
9544,24,Iraq,ARGun2018,"ShenZhen Lenze Technology Co,.Ltd.",Entertainment,0.0,1.0,0,2024-12-31,Asia
9545,25,Iraq,Shimmer and Shine: Genie Games,Nickelodeon,Entertainment,0.0,3.0,0,2024-12-31,Asia
9546,1,Iraq,World Geography : Mountains,Coskun CAKIR,Education,0.0,2.0,0,2024-12-30,Asia
9547,2,Iraq,PhET Simulations,University of Colorado Boulder,Education,0.0,1.0,0,2024-12-30,Asia
9548,3,Iraq,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.25,25.0,4,2024-12-30,Asia
9549,4,Iraq,Jolly Phonics Lessons Pro,Jolly Futures Technologies C.I.C.,Education,4.0,10.0,1,2024-12-30,Asia
9550,5,Iraq,+ معجم المعاني عربي عربي,atef sharia,Education,0.0,2.0,0,2024-12-30,Asia
9551,6,Iraq,تعلم اللغة الانجليزية,mawuood alghzali,Education,1.0,3.0,1,2024-12-30,Asia
9552,7,Iraq,Mensa Brain Test,Barnstorm Games,Education,0.0,2.0,0,2024-12-30,Asia
9553,8,Iraq,Prepware Aviation Maintenance,ASA,Education,0.0,10.0,0,2024-12-30,Asia
9554,9,Iraq,ألعاب العقل النسخة المدفوعة,"Mindware Consulting, Inc",Education,0.0,5.0,0,2024-12-30,Asia
9555,10,Iraq,SkyView®,Terminal Eleven LLC,Education,0.0,3.0,0,2024-12-30,Asia
9556,11,Iraq,Star Walk 2: مراقبة السماء,Vito Technology Inc.,Education,0.0,3.0,0,2024-12-30,Asia
9557,12,Iraq,Iraqi Arabic Dictionary Prem,Ethan Hartzell,Education,3.0,1.0,1,2024-12-30,Asia
9558,13,Iraq,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,4.0,5.0,2,2024-12-30,Asia
9559,14,Iraq,تعلم اللغة التركية,mawuood alghzali,Education,0.0,3.0,0,2024-12-30,Asia
9560,15,Iraq,Learn Vue.js Offline [PRO],Muhammad Mubeen,Education,0.0,2.0,0,2024-12-30,Asia
9561,16,Iraq,مصحف الحفظ الميسر طبعة الخمسون,Abdulkarim Nasir,Education,0.0,2.0,0,2024-12-30,Asia
9562,17,Iraq,Atomic Hangman Jr,"Little Bit Studio, LLC",Education,0.0,2.0,0,2024-12-30,Asia
9563,18,Iraq,Blaze & the Monster Machines,Nickelodeon,Education,0.0,4.0,0,2024-12-30,Asia
9564,19,Iraq,Flat Earth Pro,Othman Alzahrani,Education,5.0,4.0,1,2024-12-30,Asia
9565,20,Iraq,iCircuit 3D,"Krueger Systems, Inc.",Education,0.0,13.0,0,2024-12-30,Asia
9566,21,Iraq,RakugakiAR,Whatever Co.,Education,0.0,1.0,0,2024-12-30,Asia
9567,22,Iraq,4000 Essential English Words ②,水生 王,Education,2.0,1.0,1,2024-12-30,Asia
9568,23,Iraq,4000 Essential English Words ⑸,水生 王,Education,0.0,1.0,0,2024-12-30,Asia
9569,24,Iraq,C++ Compiler(Pro),Hrishi Suthar,Education,0.0,3.0,0,2024-12-30,Asia
9570,25,Iraq,IELTS Practice Band 9 (PRO),Nguyen Van Linh,Education,0.0,8.0,0,2024-12-30,Asia
9571,1,Iraq,World Geography : Mountains,Coskun CAKIR,Education,0.0,2.0,0,2024-12-31,Asia
9572,2,Iraq,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,4.25,25.0,4,2024-12-31,Asia
9573,3,Iraq,PhET Simulations,University of Colorado Boulder,Education,0.0,1.0,0,2024-12-31,Asia
9574,4,Iraq,Jolly Phonics Lessons Pro,Jolly Futures Technologies C.I.C.,Education,4.0,10.0,1,2024-12-31,Asia
9575,5,Iraq,تعلم اللغة الانجليزية,mawuood alghzali,Education,1.0,3.0,1,2024-12-31,Asia
9576,6,Iraq,+ معجم المعاني عربي عربي,atef sharia,Education,0.0,2.0,0,2024-12-31,Asia
9577,7,Iraq,Mensa Brain Test,Barnstorm Games,Education,0.0,2.0,0,2024-12-31,Asia
9578,8,Iraq,Prepware Aviation Maintenance,ASA,Education,0.0,10.0,0,2024-12-31,Asia
9579,9,Iraq,SkyView®,Terminal Eleven LLC,Education,0.0,3.0,0,2024-12-31,Asia
9580,10,Iraq,ألعاب العقل النسخة المدفوعة,"Mindware Consulting, Inc",Education,0.0,5.0,0,2024-12-31,Asia
9581,11,Iraq,Star Walk 2: مراقبة السماء,Vito Technology Inc.,Education,0.0,3.0,0,2024-12-31,Asia
9582,12,Iraq,Iraqi Arabic Dictionary Prem,Ethan Hartzell,Education,3.0,1.0,1,2024-12-31,Asia
9583,13,Iraq,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,4.0,5.0,2,2024-12-31,Asia
9584,14,Iraq,تعلم اللغة التركية,mawuood alghzali,Education,0.0,3.0,0,2024-12-31,Asia
9585,15,Iraq,مصحف الحفظ الميسر طبعة الخمسون,Abdulkarim Nasir,Education,0.0,2.0,0,2024-12-31,Asia
9586,16,Iraq,Atomic Hangman Jr,"Little Bit Studio, LLC",Education,0.0,2.0,0,2024-12-31,Asia
9587,17,Iraq,Blaze & the Monster Machines,Nickelodeon,Education,0.0,4.0,0,2024-12-31,Asia
9588,18,Iraq,Flat Earth Pro,Othman Alzahrani,Education,5.0,4.0,1,2024-12-31,Asia
9589,19,Iraq,iCircuit 3D,"Krueger Systems, Inc.",Education,0.0,13.0,0,2024-12-31,Asia
9590,20,Iraq,RakugakiAR,Whatever Co.,Education,0.0,1.0,0,2024-12-31,Asia
9591,21,Iraq,4000 Essential English Words ②,水生 王,Education,2.0,1.0,1,2024-12-31,Asia
9592,22,Iraq,4000 Essential English Words ⑸,水生 王,Education,0.0,1.0,0,2024-12-31,Asia
9593,23,Iraq,C++ Compiler(Pro),Hrishi Suthar,Education,0.0,3.0,0,2024-12-31,Asia
9594,24,Iraq,IELTS Practice Band 9 (PRO),Nguyen Van Linh,Education,0.0,8.0,0,2024-12-31,Asia
9595,25,Iraq,Learn JavaScript Development,Shahbaz Khan,Education,0.0,2.0,0,2024-12-31,Asia
9596,1,Morocco,PlayNav - يوتيوب بدون إعلانات,MARCELA VEGA,Entertainment,4.67,0.99,3,2024-12-30,Africa
9597,2,Morocco,GSE SMART IPTV PRO,droidvision,Entertainment,4.0,2.99,2,2024-12-30,Africa
9598,3,Morocco,لقطات متستر,OTTO SRLS UNIPERSONALE,Entertainment,0.0,0.99,0,2024-12-30,Africa
9599,4,Morocco,FyTube - يوتيوب بدون إعلانات,Daniel PerlerA,Entertainment,4.5,9.99,4,2024-12-30,Africa
9600,5,Morocco,Die With Me,Dries Depoorter,Entertainment,0.0,0.99,0,2024-12-30,Africa
9601,6,Morocco,Blower,Qneo,Entertainment,5.0,1.99,1,2024-12-30,Africa
9602,7,Morocco,StbEmuTV (Pro),Junaid Muhammad,Entertainment,0.0,8.99,0,2024-12-30,Africa
9603,8,Morocco,HomeDisco - Smart Home Parties,Miguel Vieira,Entertainment,0.0,0.99,0,2024-12-30,Africa
9604,9,Morocco,Smart IPTV,Muhammad Wajih Ul Hassan,Entertainment,0.0,19.99,0,2024-12-30,Africa
9605,10,Morocco,nPlayer,Newin Inc.,Entertainment,5.0,4.99,1,2024-12-30,Africa
9606,11,Morocco,Alien10,Saddiq Rahim,Entertainment,0.0,1.99,0,2024-12-30,Africa
9607,12,Morocco,iProTV for iPtv & m3u content,Malek Radhouani,Entertainment,1.0,6.99,1,2024-12-30,Africa
9608,13,Morocco,iSTB,Nihal Ahmed,Entertainment,5.0,14.99,1,2024-12-30,Africa
9609,14,Morocco,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,0.0,5.99,0,2024-12-30,Africa
9610,15,Morocco,Card2Phone,Halskov,Entertainment,0.0,4.99,0,2024-12-30,Africa
9611,16,Morocco,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,0.0,2.99,0,2024-12-30,Africa
9612,17,Morocco,Tivimax IPTV Player (Premium),AFIFA CHAUHDARY,Entertainment,3.0,19.99,1,2024-12-30,Africa
9613,18,Morocco,Countdown App,Ryan Boyling,Entertainment,2.59,0.99,37,2024-12-30,Africa
9614,19,Morocco,Digital Force Bag,Craig Squires,Entertainment,0.0,44.99,0,2024-12-30,Africa
9615,20,Morocco,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,0.0,5.99,0,2024-12-30,Africa
9616,21,Morocco,GifJif - Custom Gif Creator,Max Shaw,Entertainment,0.0,0.99,0,2024-12-30,Africa
9617,22,Morocco,VRPlayer Pro : 2D 3D 360°Video,LEE DONG WON,Entertainment,0.0,1.99,0,2024-12-30,Africa
9618,23,Morocco,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,5.0,1.99,1,2024-12-30,Africa
9619,24,Morocco,"NiN10: SNES, NES & GB Emulator",Enrique Enguix,Entertainment,0.0,1.99,0,2024-12-30,Africa
9620,25,Morocco,XtreamTV (Pro) by StbEmuTV,Junaid Muhammad,Entertainment,0.0,4.99,0,2024-12-30,Africa
9621,1,Morocco,PlayNav - يوتيوب بدون إعلانات,MARCELA VEGA,Entertainment,4.67,0.99,3,2024-12-31,Africa
9622,2,Morocco,GSE SMART IPTV PRO,droidvision,Entertainment,4.0,2.99,2,2024-12-31,Africa
9623,3,Morocco,لقطات متستر,OTTO SRLS UNIPERSONALE,Entertainment,0.0,0.99,0,2024-12-31,Africa
9624,4,Morocco,Die With Me,Dries Depoorter,Entertainment,0.0,0.99,0,2024-12-31,Africa
9625,5,Morocco,Blower,Qneo,Entertainment,5.0,1.99,1,2024-12-31,Africa
9626,6,Morocco,StbEmuTV (Pro),Junaid Muhammad,Entertainment,0.0,8.99,0,2024-12-31,Africa
9627,7,Morocco,HomeDisco - Smart Home Parties,Miguel Vieira,Entertainment,0.0,0.99,0,2024-12-31,Africa
9628,8,Morocco,Smart IPTV,Muhammad Wajih Ul Hassan,Entertainment,0.0,19.99,0,2024-12-31,Africa
9629,9,Morocco,nPlayer,Newin Inc.,Entertainment,5.0,4.99,1,2024-12-31,Africa
9630,10,Morocco,Alien10,Saddiq Rahim,Entertainment,0.0,1.99,0,2024-12-31,Africa
9631,11,Morocco,iProTV for iPtv & m3u content,Malek Radhouani,Entertainment,1.0,6.99,1,2024-12-31,Africa
9632,12,Morocco,iSTB,Nihal Ahmed,Entertainment,5.0,14.99,1,2024-12-31,Africa
9633,13,Morocco,Little Kitten Adventure Games,Squeakosaurus ug & co. kg,Entertainment,0.0,5.99,0,2024-12-31,Africa
9634,14,Morocco,Card2Phone,Halskov,Entertainment,0.0,4.99,0,2024-12-31,Africa
9635,15,Morocco,OPlayer - video player,"Suzhou Totoro Network Technology Co., Ltd.",Entertainment,0.0,2.99,0,2024-12-31,Africa
9636,16,Morocco,Tivimax IPTV Player (Premium),AFIFA CHAUHDARY,Entertainment,3.0,19.99,1,2024-12-31,Africa
9637,17,Morocco,Countdown App,Ryan Boyling,Entertainment,2.59,0.99,37,2024-12-31,Africa
9638,18,Morocco,Digital Force Bag,Craig Squires,Entertainment,0.0,44.99,0,2024-12-31,Africa
9639,19,Morocco,Little Kitten-Kids Pet Cat Sim,Squeakosaurus ug & co. kg,Entertainment,0.0,5.99,0,2024-12-31,Africa
9640,20,Morocco,GifJif - Custom Gif Creator,Max Shaw,Entertainment,0.0,0.99,0,2024-12-31,Africa
9641,21,Morocco,VRPlayer Pro : 2D 3D 360°Video,LEE DONG WON,Entertainment,0.0,1.99,0,2024-12-31,Africa
9642,22,Morocco,Youtify + for Spotify Premium,"KISSAPP, S.L.",Entertainment,5.0,1.99,1,2024-12-31,Africa
9643,23,Morocco,"NiN10: SNES, NES & GB Emulator",Enrique Enguix,Entertainment,0.0,1.99,0,2024-12-31,Africa
9644,24,Morocco,XtreamTV (Pro) by StbEmuTV,Junaid Muhammad,Entertainment,0.0,4.99,0,2024-12-31,Africa
9645,25,Morocco,Myasian TV,Quynh Dau,Entertainment,0.0,1.99,0,2024-12-31,Africa
9646,1,Morocco,SkyView®,Terminal Eleven LLC,Education,5.0,2.99,1,2024-12-30,Africa
9647,2,Morocco,AnkiMobile Flashcards,Ankitects Pty Ltd,Education,5.0,24.99,1,2024-12-30,Africa
9648,3,Morocco,Ein Tag Deutsch in der Pflege,passage gGmbH,Education,0.0,2.99,0,2024-12-30,Africa
9649,4,Morocco,El Conjugador,Brewalan Le Dru,Education,0.0,0.99,0,2024-12-30,Africa
9650,5,Morocco,تعلم اللغة الإسبانية من الصفر,mawuood alghzali,Education,0.0,1.99,0,2024-12-30,Africa
9651,6,Morocco,Situational Judgement Test,Abstract Reasoning,Education,0.0,3.99,0,2024-12-30,Africa
9652,7,Morocco,Conjugación verbos en español,Nealis,Education,0.0,0.99,0,2024-12-30,Africa
9653,8,Morocco,Fiches IDE,Julie Violet,Education,0.0,3.99,0,2024-12-30,Africa
9654,9,Morocco,Moroccan Darija Dictionary,Philipp Mengs,Education,0.0,9.99,0,2024-12-30,Africa
9655,10,Morocco,StatEPS,Benoit Humbert,Education,0.0,0.99,0,2024-12-30,Africa
9656,11,Morocco,GraphoGame: apprendre à lire,Grapho Group Oy,Education,0.0,2.99,0,2024-12-30,Africa
9657,12,Morocco,Blaze & the Monster Machines,Nickelodeon,Education,0.0,3.99,0,2024-12-30,Africa
9658,13,Morocco,Calculator ∞,Incpt.Mobis,Education,5.0,4.99,1,2024-12-30,Africa
9659,14,Morocco,PhET Simulations,University of Colorado Boulder,Education,0.0,0.99,0,2024-12-30,Africa
9660,15,Morocco,Examen Théorique SAAQ,9390-0801 Quebec inc,Education,0.0,9.99,0,2024-12-30,Africa
9661,16,Morocco,Star Walk 2: مراقبة السماء,Vito Technology Inc.,Education,4.0,2.99,2,2024-12-30,Africa
9662,17,Morocco,Driving Theory Test 4 in 1 Kit,Driving Test Success Limited,Education,0.0,4.99,0,2024-12-30,Africa
9663,18,Morocco,حفظ القرآن - إصدارة كاملة,BIGITEC GmbH,Education,0.0,5.99,0,2024-12-30,Africa
9664,19,Morocco,PANTHEON - Official,D'Uva Workshop s.r.l.,Education,0.0,1.99,0,2024-12-30,Africa
